ประทับเวลา,ประเภทของร้านค้า,ราคาขายเฉลี่ยต่อแก้ว (บาท)  / กรอกตัวเลข,ปริมาณที่ขายได้ต่อแก้วในแต่ละวัน / กรอกตัวเลข  *,ลักษณะการซื้อไซรัปของท่าน เป็นแบบใด,ช่วงราคาไซรัปเฉลี่ยต่อขวดที่เหมาะสมอยู่ที่ช่วงใด / ให้เลือก 2 ข้อ ต่ำสุด และราคาสูงสุด หากเลือกอื่นๆ ให้ระบุเป็นตัวเลข,ร้านค้าออนไลน์ร้านใดที่ท่านซื้อไซรัป /ตอบได้หลายข้อ,ร้านค้าออฟไลน์ร้านใดที่ท่านซื้อไซรัป / ตอบได้หลายข้อ,เพราะอะไรถึงซื้อที่นั่น / ตอบได้หลายข้อ,ซื้อแบรนด์ไหนเป็นหลัก /เลือก 2 อันดับ,อิทธิพลต่อการตัดสินใจซื้อ /เลือกได้หลายข้อ,หากมีพรีเซนเตอร์เป็น LGBTQ คุณอยากให้เป็นคนกลุ่มไหน,ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [รสชาติ],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [กลิ่น],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ราคา],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ขนาดและปริมาณต่อขวด],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความแข็งแรงของขวด],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความเข้มข้น],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [สี],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความสะดวกในการใช้ เช่น เท ปั้ม ],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความสะดวกในการตวง วัด],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [การบอกขั้นตอนการใช้งาน],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [การให้ข้อมูลผลิตภัณฑ์ เช่นส่วนผสม],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [จำนวนวันหมดอายุ],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [ความสวยงามของขวด],ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ [การออกแบบกลิ่น/รสใหม่ๆ],ข้อเสนอแนะอื่นๆ  ,เส้นทางสำรวจ,ข้อเสนอแนะด้านคุณสมบัติของผลิตภัณฑ์ (รสชาติ),,อิทธิพลต่อการตัดสินใจซื้อ [-	PC (พนักงานขาย)],อิทธิพลต่อการตัดสินใจซื้อ [-	ชื่อเสียงของร้านที่ซื้อ],อิทธิพลต่อการตัดสินใจซื้อ [-	บรรจุภัณฑ์สวย],อิทธิพลต่อการตัดสินใจซื้อ [-	ทดลองชิม],อิทธิพลต่อการตัดสินใจซื้อ [-	ป้ายโฆษณา],อิทธิพลต่อการตัดสินใจซื้อ [-	TV],อิทธิพลต่อการตัดสินใจซื้อ [-	social media (3 อันดับ)],อิทธิพลต่อการตัดสินใจซื้อ [-	อินฟลู],อิทธิพลต่อการตัดสินใจซื้อ [-	ลูกค้า (ปากต่อปาก)],อิทธิพลต่อการตัดสินใจซื้อ [PC (พนักงานขาย)],อิทธิพลต่อการตัดสินใจซื้อ [ชื่อเสียงของร้านที่ซื้อ],อิทธิพลต่อการตัดสินใจซื้อ [บรรจุภัณฑ์สวย],อิทธิพลต่อการตัดสินใจซื้อ [ทดลองชิม],อิทธิพลต่อการตัดสินใจซื้อ [ป้ายโฆษณา],อิทธิพลต่อการตัดสินใจซื้อ [TV],อิทธิพลต่อการตัดสินใจซื้อ [social media (3 อันดับ)],อิทธิพลต่อการตัดสินใจซื้อ [อินฟลู],อิทธิพลต่อการตัดสินใจซื้อ [ลูกค้า (ปากต่อปาก)],คำถามไม่ระบุชื่อ
5/8/2024 13:23:45,ไม่มีแบรนด์,20-25,15,ซื้อเป็นขวด,65,ไม่ซื้อ Online เลย,Makro,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, โปรโมทชั่น (ลด แจก แถม), ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย, ลองบีช, มิตรผล","ทดลองชิม, ลูกค้า (ปากต่อปาก), ราคาถูก",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เน้นราคาให้ถูกก็ว่านี้,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 13:29:37,มีแบรนด์,25บาท,20,ซื้อเป็นขวด,70,ไม่ซื้อ Online เลย,"ร้านขายของชำ, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, มีสินค้าให้เลือก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย","บรรจุภัณฑ์สวย, ทดลองชิม",B : Bisexual  คนที่รักได้ทั้งชายและหญิง,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 13:35:12,มีแบรนด์,ไม่ทราบค่ะ,ไม่ทราบค่ะ,ซื้อยกลัง,"55, 75",ไม่ซื้อ Online เลย,ไม่ซื้อออฟไลน์เลย,มีสินค้าให้เลือก,ติ่งฟง,ลูกค้า (ปากต่อปาก),ไม่มีความคิดเห็น,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 13:38:46,มีแบรนด์,25,100,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,7-11,เดินทางสะดวกร้านใกล้บ้าน,ติ่งฟง,PC (พนักงานขาย),B : Bisexual  คนที่รักได้ทั้งชายและหญิง,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 13:46:22,ไม่มีแบรนด์,30,15,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก","ติ่งฟง, เฮลบูบอย, ลองบีช","ทดลองชิม, ลูกค้า (ปากต่อปาก)",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,อยากได้ลายขวดด้านหน้าเป็นพวกลายกราฟฟิกการ์ตูน,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 13:57:37,ไม่มีแบรนด์,40,15,ซื้อเป็นขวด,65,"Makro online, ไม่ซื้อ Online เลย","Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย, ลองบีช","ทดลองชิม, ใช้มานานแล้ว",ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ฝาไม่ค่อยดีอยากให้ทำดีกว่านี้อีก,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 14:08:35,ไม่มีแบรนด์,20-25,10,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, เปรียบเทียบราคา, คุ้นเคยกับร้านค้า","ติ่งฟง, เฮลบูบอย",ทดลองชิม,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 14:15:07,ไม่มีแบรนด์,30,7,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, เปรียบเทียบราคา","ติ่งฟง, เฮลบูบอย",ทดลองชิม,G : Gay  ผู้ชายที่รักผู้ชายด้วยกัน,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 14:23:50,ไม่มีแบรนด์,20,15,ซื้อยกลัง,70,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก","ติ่งฟง, เฮลบูบอย","ทดลองชิม, โฆษณาทาง social media  Facebook, TikTok, IG",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/8/2024 14:39:45,ไม่มีแบรนด์,25,16,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"ไม่ต้องเดินทาง (Online), ทางร้านมาส่งให้ถึงที่","เฟรชชี่, ติ่งฟง, เฮลบูบอย, ลองบีช","ทดลองชิม, มันมาขายในลูกค้าส่วนใหญ่ทานแบรนด์นี้มานานแล้ว",ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากให้มีสินค้าตัวทดลองมาให้ทางร้านได้ลองใช้ก่อนเพื่อที่จะให้ลูกค้าที่ยังไม่เคยลองชิมได้ทดลองชิมก่อนเพื่อการตัดสินใจการซื้อจะได้ง่ายขึ้น,3 รังสิต ลำลูกกา,,,,,,,,,,,,,,,,,,,,,
5/9/2024 10:01:48,ไม่มีแบรนด์,25,15,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,Makro,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, โปรโมทชั่น (ลด แจก แถม)","ติ่งฟง, เฮลบูบอย, ลองบีช","ทดลองชิม, ลูกค้า (ปากต่อปาก)",ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 10:29:09,มีแบรนด์,25,5,ซื้อเป็นขวด,70,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, มีสินค้าให้เลือก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย, ลองบีช","ทดลองชิม, ลูกค้า (ปากต่อปาก)",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 10:34:24,ไม่มีแบรนด์,25,5,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, มีสินค้าให้เลือก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, ลองบีช",ทดลองชิม,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 10:44:09,ไม่มีแบรนด์,30,7,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,"Makro, ไม่ซื้อออฟไลน์เลย","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก","ติ่งฟง, เฮลบูบอย",ทดลองชิม,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 10:56:09,ไม่มีแบรนด์,80,5,ซื้อเป็นขวด,85,ไม่ซื้อ Online เลย,Makro,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, โปรโมทชั่น (ลด แจก แถม)",Monin,ทดลองชิม,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 11:13:51,ไม่มีแบรนด์,20,5,ซื้อเป็นขวด,65,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, เปรียบเทียบราคา, โปรโมทชั่น (ลด แจก แถม), ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย",ใช้ตัวนี้มานานแล้ว,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เน้นราคาถูก ต้นทุนแพงมากร้านค้าก็ลำบากขึ้นราคาลูกค้าก็บ่น,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 11:27:56,ไม่มีแบรนด์,25,5,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"ไม่ต้องเดินทาง (Online), ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม, คุ้นเคยกับร้านค้า","เฟรชชี่, ควีน, เฮลบูบอย",ทดลองชิม,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 12:27:40,ไม่มีแบรนด์,30-50,5,ซื้อเป็นขวด,90,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"ไม่ต้องเดินทาง (Online), ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย, ลองบีช","บรรจุภัณฑ์สวย, ทดลองชิม, ลูกค้า (ปากต่อปาก)",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ฝาชอบแตกง่าย  เน้นราคาถูกรสชาติอร่อย,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 12:55:02,ไม่มีแบรนด์,30,5,ซื้อเป็นขวด,65,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก","ติ่งฟง, เฮลบูบอย, ลองบีช",ทดลองชิม,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,เพิ่มขึ้น,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,อยากได้ขวดเหลี่ยมราคาถูกลง ฝาอยากให้เป็นฝาจุก,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 13:09:35,ไม่มีแบรนด์,30,5,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,Makro,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา","ติ่งฟง, เฮลบูบอย, ลองบีช","บรรจุภัณฑ์สวย, ทดลองชิม",B : Bisexual  คนที่รักได้ทั้งชายและหญิง,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 13:21:41,ไม่มีแบรนด์,25,3,ซื้อเป็นขวด,50,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม, คุ้นเคยกับร้านค้า","ติ่งฟง, เฮลบูบอย",ใช้มานานแล้ว,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เพิ่มขึ้น,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 13:34:16,ไม่มีแบรนด์,25-30,15,ซื้อเป็นขวด,70,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก","ติ่งฟง, เฮลบูบอย, ลองบีช",ราคา,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ฝาไม่แข็งแรง,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 13:47:57,ไม่มีแบรนด์,25,15,ซื้อเป็นขวด,65,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","ไม่ต้องเดินทาง (Online), ราคาถูก, มีสินค้าให้เลือก, เปรียบเทียบราคา, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลโหล, ลองบีช","ทดลองชิม, ลูกค้า (ปากต่อปาก)",T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,เน้นราคาถูก,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 14:12:56,ไม่มีแบรนด์,25,10,ซื้อเป็นขวด,65,"ไม่ซื้อ Online เลย, ",ร้านขายอุปกรณ์เบเกอรี่,"ไม่ต้องเดินทาง (Online), ราคาถูก, มีสินค้าให้เลือก","ติ่งฟง, เฮลบูบอย",ทดลองชิม,ไม่มีความคิดเห็น,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 14:32:26,ไม่มีแบรนด์,25-30,15,ซื้อเป็นขวด,65,ไม่ซื้อ Online เลย,ร้านขายอุปกรณ์เบเกอรี่,"เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย, ลองบีช",ใช้มานานแล้ว,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
5/9/2024 14:35:46,ไม่มีแบรนด์,25,15,ซื้อเป็นขวด,60,ไม่ซื้อ Online เลย,"Makro, ร้านขายอุปกรณ์เบเกอรี่","เดินทางสะดวกร้านใกล้บ้าน, ราคาถูก, มีสินค้าให้เลือก, ไปเลือกซื้อสินค้าอื่น ๆ เพิ่มเติม","ติ่งฟง, เฮลบูบอย",หาซื้อได้ง่ายมีขายตามร้านทั่วไป,T : Transgender – ผู้หญิงหรือผู้ชายที่ข้ามเพศ,ไม่ปรับปรุง,ไม่ปรับปรุง,ลดลง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,ไม่ปรับปรุง,อยากให้มีเนื้อผลไม้มากกว่านี้และกลิ่นสีรสชาติใกล้เคียงเหมือนกับผลไม้ของจริง,4 สุขุมวิท อ่อนนุช พระโขนง,,,,,,,,,,,,,,,,,,,,,
